diagram,size,alternatives,xheight,colours,text
p829x3,,,x,"BACKGROUND ------- BLUE LEGEND & BORDER ----- WHITE DIMENSIONS ARE SHOWN TO LETTERS, - 900 -| NOT TO TILES 28 1 (X \\ LETTER 65 (“ 25R . . CEE . HEIGHTS POLICE 70 (60 M0 550 TT : LEIDEN I 15 110 T T-","Drawing No. P 829.3 © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— BLUE Legend & Border —-—-— WHITE Dimensions are shown to letters, - 900 -| NOT to tiles 28 1 (x \\ letter 65 (“ 25r . . cee . heights POLICE 70 (60 m0 550 TT : Leiden i 15 110 t t- letter 1 : presen — ¥ 43 ((\ 156 “ny heights » || USE HARD ||z=-~» | [t/"" rouce ]Fe-» meq ot ""| SHOULDER || se» “7 =] gee Gees jee x-ht 33 : wees _ — — 40 x-ht s MSS eee {Z| SHOULDER |= @ -» XS a, aa J) 2st 1st ALTERNATIVE SIZE Before using this drawing, confirm P829x3 that it has not been superseded. Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Department for y Sig Ne apy 94 Sp. Transport | pouce — use HARD SHOULDER | 8° 1280+] spnovesny:] muumerres | P 829.3 Cc: R.M. "
829x4,,,x,BACKGROUND LEGEND & BORDER --- WHITE DIMENSIONS ARE SHOWN TO LETTERS 900 NOT TO TILES 25 ~ LETTER O TATENESESEEESPUAEEESESCEEESENETASSONEEGGUAEREEESGESEAEES + HEIGHTS 530 ---> POLICE 56 (,"Drawing No. (©) CROWN COPYRIGHT P 829.4 NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. The tile outlines do not form part of the signs. —--—— BLUE COLOURS : Background Legend & Border ——— WHITE Dimensions are shown to letters 900 NOT to tiles 25 ~ letter o tateneseseeespuaeeesesceeesenetassoneegguaereeesgeseaees + heights 530 ———> POLICE 56 (40 x-ht) S1 \\ letter 600 vl se epeaaee tee cteeetaaseeeeenges seaneeeeeeganeeteeeniseeseesnreeenieereeenees —— e4 | (\ 155 heights REJOIN M —— 70 (50 x—ht) POLICE “35 (25 x-ht) slates stptetae esses egpuaeeepeeeragesetaee cuageesegteecszaeesetpeerageeetiee 375 73 [ ‘|| CARRIAGIEWAY 70 (50 x-ht) 25 + || REJOIN M IN “42 (30 x-ht) o i : feeeeet 2 : * - ~ f__ || CARR GEWAY 42 (30 x-ht) roof \ a, «T (| a, 25 15! ALTERNATIVE SIZE P829x4 Before using this drawing, confirm that it has not been superseded. Title : Informatory Signs Issue: Date: Drawn by: Dimensions: Drawing No. Department for A 12.7.94 S.P. POLICE B MILLIMETRES Transport REJOIN MAIN CARRIAGEWAY 18.8.04 | Approved by: P B29.4 Cc R.M. "
p832x7,,,x,"BACKGROUND - EE YELLOW LEGEND, SYMBOLS, ARROWS & BORDERS --- BLACK BAR THROUGH LORRY - EE RED 2600 DIMENSIONS ALL DIMENSIONS RELATE TO THE MINIMUM X-HEIGHTS. DIMENSIONS | | | LA ARE INCREA","Drawing No Before using this drawing, confirm (©) CROWN COPYRIGHT P 832.7 that it has not been superseded NOTES: 1 The legend is from the Transport Heavy alphabet at the x—heights shown Sheet 1 of 3 [> 600 —+| Related Drawing 2 Lorry symbol details are given on drawing S 32 sheet 5 S 32 sheet 5 400 3 The tile outlines do not form part of the signs ( ve eeeeeesseeeeeeeeeeeees 4 COLOURS Background — ee YELLOW Legend, Symbols, Arrows & Borders ——— BLACK Bar through lorry — ee RED 2600 DIMENSIONS All dimensions relate to the minimum x—heights. Dimensions | | | la are increased proportionally for other x—heights 840 i 815 i 815 6 See sheets 2 and 3 for other variants 40 (7 105 ee ee eee eee eee ee eer eer rere reer ress | 94 ~ 150 min 2600 450 'EET IN LANE x—ht lane oo lao Dee e eee ee bee e cece tee e eee Lee e bee e tenet eee eee e needa eee ee eee ueeeeeeeeeeeemeneeeaee 240 max Equal I| Equal 40 : o seeeee seeeeteeeteeeeeeeeeeeeey + y (7 > ee 25 aoe ebbeeeeteesteeteteeeeseeeemmeneeeetee ttraeerteneesenenes 60! IN INE enicle wteeceeeeeel oa! seeteeeeteeeeeeeeeseeees eee te eeeeeeteeeeeeeeey 1035 200 65 2270 oF x—ht 100 100 min V/A 160 max 200f 60 4 1 fh 40 40r Ooc's velA : ct pekee ete t eects eeeeeeeereeetaeeeseees cseeessmeseeeemaesesseggumeseseenaeareeees 625 eee teen ee eeeee Goods vehicle 125 min Deceeeeepsbeceemebeeeeeetene Cneck Po un , ain ht 40 Ne a, 200 max Cheek Poin ly ri Ne o, Te al 48) aft 80 78 31 80 af VARIANT af P832x7-1 80 Title Issue Date Dimensions Department"
p2701,,,x,"BACKGROUND -~-------------~---- YELLOW 1 ESTATE (50 MIN LEGEND, SYMBOLS, CHEVRON & BORDER ---- BLACK I} = 150 MAX 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN 9) STROKE WIDTHS","Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT Pp 2701 S 32 & S 53 that it has not been superseded. Sheet 1 of 2 NOTES: 1. The legend is from the Transport Heavy alphabet at the x—height shown. ee fe) 2. Details of the house symbol are given on drawing S 53 and the lorry feta p be | be BN symbol on drawing S 32 (sheet 1). 3. The tile outlines do not form part of the signs. 23 T ii = Oak Farin x—ht 4. COLOURS : Background -~-------------~---— YELLOW 1 Estate (50 min Legend, Symbols, Chevron & Border —--— BLACK i} = 150 max 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in 9) stroke widths. (4sw = x—height) b-14 | YE / he 6. See sheet 2 for variants showing distances. See Chapter 7 of the Traffic na Signs Manual for further design guidance. i Oak arm ev] te wan 2 || BE) Oat =) CC getate Sol fi 1.5 — - 2. al Le 2.5 wala “5 S 25 YA VARIANT TAL a, he Os = Farm Estate || 7 fos Oak oa Estate ii = * This dimension is VARIANT 5 = ol + increased to 1sw 2.5 when the legend Fo directly above the 15 1 house symbol has . = |. 24 el 4 14 | b | | a descender. The lorry symbol points in the direction of the VARIANT chevron but the house symbol stays the same. P2701-1 —arroveor The lorry always points away from the house. Title: Temporary Directional Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Department for Porery 9 A: 6. S.P. DIRECTION TO A $6.98 SEE P 2701 ranspor B: 27.10.04 | Approved by: NOTE 5 NEW HOUSING DEVELOPMENT co: "
p2701x1,,,x,"BACK D ----------------- YELLOW 1 ESTATE EQUAL LEGEND, SYMBOLS, ARROW & BORDER ---- BLACK 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 2.5 2.5","Drawing No. Related Drawings P 2701.1 |S 52 & S 55 © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Heavy alphabet at the x—height shown. i 25 25 Details of the house symbol are given on drawing S 53 and the lorry > fr 16 fe 2. symbol on drawing S 32 (sheet 1). The lorry symbol is directional and — 4 always points away from the house symbol. 93 T a7 Oalk Farha fe 3. The tile outlines do not form part of the signs. : » 4. COLOURS : Back d ----------------- YELLOW 1 Estate Equal Legend, Symbols, Arrow & Border -—-— BLACK 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 2.5 2.5 2.5 2.5 6. See Chapter 7 of the Traffic Signs Manual for further design guidance. Sree Rate 2.5 + 25 pes . wees KN YP eepatccrpttnrgiener pape oo a a ©) ey 07| ‘o—e lstate | AOO yds i 1 2.5 - + 1.5 -l6- al VARIANT 1.5 .Z 4 we we r ee] Oak Farm sony cose qos (Z= Oak Farm € val. 2 ays] + A400 yds Z estate Ta} VARIANTS aie ae VARIANT 2.5 1.5 Before using this drawing, confirm P2701x1 that it has not been superseded. Title: Temporary Directional Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Transport JUNCTION AHEAD LEADING TO | 2) %uee) iw SEE P 2701.1 : 02. rove : A NEW HOUSING DEVELOPMENT | ¢: ew | NOTE 8 . "
7026,,,x,"BACKGROUND ------- RED LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHT IS IN MILLIMETRES, OTHER 1.5 DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) (( (~ )) 2.8 “ CONVOY ‘ -) + 1.2 2.5 BEFORE USI","Drawing No. © CROWN COPYRIGHT P 7026 NOTES: 1. The legend is from the Transport Medium alphabet at the x—height shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background ------— RED Legend & Border ——— WHITE 4. DIMENSIONS : x—height is in millimetres, other 1.5 dimensions are in stroke widths. (4sw = x—height) (( (~ )) 2.8 “ CONVOY ‘ —) + 1.2 2.5 Before using this drawing, confirm P7026 that it has not been superseded. Department for Title: Road Works Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Trans ort CONVOY SYSTEM Ai 41.05) RM SEE Pp 8: Approved by:! NOTE 4 P /026 TO PROTECT WORKFORCE Cc: R.M. "
p7029,,,x,"BACKGROUND ------- RED LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 2.5 ALA [CONVOY VERICUE]} VARIANT 2.5 25 VAR","Drawing No. Before using this drawing, confirm P 7029 that it has not been superseded. oO 1. se CONVOY WEHICLE vo OVERTAKING | 50 S te ae (62. x-ht 5) Jans © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— RED Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 2.5 ala [convoy vericue]} VARIANT 2.5 25 VARIANT P7029 Transpo, for Title: CONVOY VERICLE Issue: aes Prown py Dimensions: Drawing No. rans ort B: Approved by : SEE P NO OVERTAKING °. row ty:! note a | P /O29 "
p7014,,,x,"BACKGROUND ------- RED LEGEND & BORDER --- WHITE DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) SEE SHEET 2 FOR OTHER VARIANTS. NEW ROUNDABOUT 45","Drawing No. Before using this drawing, confirm P 7014 that it has not been superseded. Sheet 1 of 2 i ai |) NEW yin ROUNDABOUT ||= mm 31 PN fl: ' Vee . max ci. ABEAD 1.2 . “ r | 1.5 2.5 ar © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— RED Legend & Border —-— WHITE DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) See sheet 2 for other variants. NEW ROUNDABOUT 450 yds AHEAD ae ae NEW NEW ROUNDABOUT GAP CLOSED ONE WAY NEW ONE WAY “400 yards | (AWEAO) | svsvem | 7 | SYSTEM | 7 Z AHEAD AHEAD P7014-1 Department for Title: NEW ROUNDABOUT AHEAD Me goan9s ane ee ee 707 4 Transport and variants | em | NOTE 4 Sheet 1 of 2 "
7032,,,x,"BACKGROUND ------- RED LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER 2.5 2.5 1.5 2.5 DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) + 2.8 SPEED LIMIT |. : = : < : 75","Drawing No. © CROWN COPYRIGHT P 7032 : NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background ------— RED Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other 2.5 2.5 1.5 2.5 dimensions are in stroke widths. (4sw = x—height) + 2.8 SPEED LIMIT |. : = : < : 75 max Le — D+ 1.2 1.5 2.5 Before using this drawing, confirm P7032 that it has not been superseded. Title: . Issue: Date: | Drawn by: Dimensions: Drawing No. T s ye 8 Transpo, for emporary Sign eane vy _ ransport | New 3omph SPEED LimiT. | ®& roorowed by:} notes | P /O32 Cc: R.M. "
7014x1,,,x,"BACKGROUND ---------- RED LEGEND & BORDER --- WHITE 2.5 2.5 2.5 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER | LE | LA | LE DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 4 “ BRIDGE || HEA","Drawing No. © CROWN COPYRIGHT P 7014.1 NOTES: 1. The legend is from the Transport Medium alphabet at the x-heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background —----—-—-— RED Legend & Border ——— WHITE 2.5 2.5 2.5 4. DIMENSIONS : x-heights are in millimetres, other | Le | La | Le dimensions are in stroke widths. (4sw = x—height) 4 “ BRIDGE || HEADROOM | =~ REDUCED TO ||""” 12°89” (3.8 m) | to. 39.5 0.5 =_ ! Q | ah 1. 2.5 1.5 5 Before using this drawing, confirm P7014.1 that it has not been superseded. Title: Issue: Date: Drawn by : Dimensions : | Drawing No. Temporary Sign Department for y sig A: Wat AK, Transport REDUCTION IN BRIDGE 8: rood oy:| yore | P 7014.1 HEADROOM AHEAD c: J.B. "
7291,,,x,"BACKGROUND ------------- YELLOW _ 2.5 LEGEND, SYMBOL & BORDER --- BLACK | FREE | A 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) L RECOVERY 150","Drawing No. fore’ a © CROWN COPYRIGHT P 7291 NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. Symbol details are given on drawing S 61. ae ae 3. The tile outlines do not form part of the signs. /o ~ 4 4. COLOURS : Background ------------— YELLOW _ 2.5 Legend, Symbol & Border -—— BLACK | Free | a 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) L recovery 150 min it 25 faces 250 max if VARIANT 60.5 45 — | Free 4 . 25, || FECOVEPY || TOmin r Ot: fe : ; 250 max Await 2s 7 is, j-Fescue |], 1] O— \e oy a 7 Enel 4 Py | | ed 15 Lad 31 =| 7 recovery vehicle — 4 —_—__| 41 Before using this drawing, confirm P7291 that it has not been superseded. Title: ‘ Issue: Date: | Drawn by: Dimensions: Drawing No. Road Works Si y: 3 Transpo, for oad Works Signs eearere ow. = ransport FREE RECOVERY SERVICE | ® Approved by:| NOTE 5 P 7/291 Cc: R.M. "
7294,,,x,"BACKGROUND -------- YELLOW LEGEND & BORDER ---- BLACK 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS (EXCEPT WHERE INDICATED IN MM) ARE IN STROKE WIDTHS RELATED TO THE X-HEIGHT OF ‘","Drawing No. Before using this drawing, confirm p 7294 that it has not been superseded. 5 — NOTES: © CROWN COPYRIGHT 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background —----—-— YELLOW Legend & Border —-—— BLACK 4. DIMENSIONS : x—heights are in millimetres, other dimensions (except where indicated in mm) are in stroke widths related to the x—height of ‘Max speed’. (4sw = x—height) (« _ Max Speed Q 24 )) 2.5 x-ht 6 (8 approx) /) 2.5 Th RASH y | Los lsh | 25 numeral approx height x-ht x—-ht mm mm (50) Max (200) 143 (62.5) || enae@ (250) (179) (75) 9) (300) (214) 100 400 286 (125) (500) (357) P7294 Title: , Department for itle Temporary Sign Transport MAXIMUM SPEED ADVISED (MPH) (FREE-STANDING SIGN) Issue: Date: | Drawn by: Dimensions: Drawing No. A: 19.1.05 S.P./L.W. B: Approved by: Nowe 4 Pp 7 2? 9 A Cc: R.M. "
7003x1,,,x,"BACKGROUND -------------- YELLOW | EQUAL | 38 | EQUAL L~- LEGEND, BORDER & DIVIDERS ---- BLACK 4 MIN | | 4 MIN HE LOGO -------------- SEE S 57A =N P 7001 TRIANGLE ---------- SEE P 7001 RY (7 1.5 ; ; 7","NO TES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. Details of the HE logo are given on drawing S 57A and details of the road works triangle on P 7001, P 500 and S7. 3. The tile outlines do not form part of the signs. 4. COLOURS : Background —----—-—-----— YELLOW | Equal | 38 | Equal L~— Legend, Border & Dividers ---— BLACK 4 min | | 4 min HE logo -------------- see S 57A =n P 7001 triangle ---------— see P 7001 ry (7 1.5 ; ; 7 , ; a as 5. DIMENSIONS : xcheights are in millimetres, other dimensions 19 a highways are in stroke widths. (4sw = x—height) england L 4 : 2.5 ose — —||,. r Work starts || t Work starts || ' a here il eeT SS | on i _28 May 71 ere “100 min 1 until 1 Aug ||, 36 24 Al Mi . 250 max + : eee +t | ag May _ dpe ab : | tor 3 weeks || , oe ee |e Work starts | me : ee ony: ork Scares t 4 va Delays possible J) ti. VARIANTS here 30 4th 7 ah Soe P7003x1 © CROWN COPYRIGHT psc Title: Road Works Signs Issue: Date: Drawn by: Related drawings : Drawing No. STARTING DATE AND nee yore P 7001, P 500 Department : 04, Approved by: ' ’ for Transport DURATION OF ROAD WORKS | & “*] PPT Saas | P /OQ0S.T "
7004-7005,,,x,,"Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT p 7004 Pp 7001, Pp 500, S 7, that it has not been superseded. NOTES: 1. The | d is f the Tr t H Iphabet at th Sheet 1 of 2]P 570 & P 572 x heights shown eany apna ee 1.5 2. Details of the road works triangle are given on drawings t t . P 500, P 7001 and S 7. Details of the distance plates 4 /x ~\ are given on drawings P 570 and P 572. | t H+1 he out , 1.5r 3. Tile outlines do not form part of the signs. Replacin * Bet g Background (main sign) ------ YELLOW 24 - Srssesemene : Background (distance plate) Legends & Borders BLACK AMNAG|S P 7001 Triangle -----------— see dwg P 7001 46.5 Pn ee Ee x-ht se} 5. DIMENSIONS : x—heights are in millimetres, other loriclge 100 min dimensions are in stroke widths based on the x—height oJ, of the main sign. (4sw = x—height) 7 jesssnntntntntentntgtensentaee i 250 max 6. See sheet 2 for other variants. ) giles ||| SUDPOFres H y VARIANT 2.5 2.5 H44 Lane closed (80% main x—ht) (80% main x—ht) a na : tO protect 80 min 80 min i - : —_ ht —_ —ht 200 max * 200 max * _ Por worktoree See drawing P 572 See drawing P 570 2 miles H for design details for design details P7004—1 Department for Title: Road Works Signs Issue: Date: | Drawn by: Dimensions: Drawing No. DESCRIPTION AND Ai 3110.95 SP-/LW. SEE P 7004 ranspor B: 20.1.05 | Approved by : NOTE 5 DISTANCE TO ROAD WORKS °. ew. Sheet 1 of 2 "
7006,,,x,"- . BACKGROUND (MAIN SIGN) ----- YELLOW 24 TOR ANYS 100 MIN BACKGROUND (END PLATE) --- ANES RCOSECAENG LE OVE LEGENDS, BORDER & DIVIDER 250 MAX HE LOGO ----------- 46.5 DELAY P 7001 TRIANGLE ---------","NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 66.2 2. Details of the HE logo are given on drawing { 15) S 57A and details of the road works triangle on t drawings P 500, P 7001 and S 7. Details of the 4 (K j ~\ 2.5 end plate are given on drawing P 645. 1.5r SOrry oF 3. The tile outlines do not form part of the sign. ne iE Ae x-ht 4. COLOURS: — . Background (main sign) ----- YELLOW 24 TOR anys 100 min Background (end plate) ——- anes rcosecaeng Le ove Legends, Border & Divider 250 max HE logo ---------—— 46.5 delay P 7001 Triangle ---------- 25 — — t 5. DIMENSIONS : x—heights are in millimetres, other —_ 2.5 dimensions are in stroke widths based on the x—height of the main sign. (4sw = x—height) 12 [Encl highways 10 england 4X w, _ ale | fe 2.5 4 min 2.5 a one (80% main x—ht) delay 4 80min 0.5 i a 1.5 200 max See drawing P 645 for design details P7006 © CROWN COPYRIGHT pct Title: Road Works Sign Issue: Date: Drawn by : Related drawings : Drawing No. A: 31.10.95 AK. P 7001, P 500, Department END OF ROAD WORKS B: 11.2.05 |} Approved by: | S 7, S 57A P /O006 "
2708,,,x,"BACKGROUND ----------- RED LEGEND, ARROW & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 4 2.5 2.5 OO IE AR +L EQUAT FE +F EQ","Drawing No. Before using this drawing, confirm p 2708 that it has not been superseded. INCIDENT , | CONTROL £ © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—height shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background —---------— RED Legend, Arrow & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 4 2.5 2.5 oo ie Ar +l Equat fe +f equal 2.5 + (( ) VARIANT E M E RE E IN CY 40 x-ht VEHICLES ||, t- Fr 15 —— |] 1.5r tL i 5 1.5 oy | t = 30 1 = VARIANT P2708 Department for Title: Temporary Directional Signs Issue: Date: | Drawn by: Dimensions: Drawing No. ROUTE FOR EMERGENCY VEHICLES | 4% 8695) SP/AW SEE Transport TO TEMPORARY INCIDENT POINT | ¢. 7 | eM PY"") NOTE 4 P 2708 "
830x1,,,x,"BACKGROUND ------- BLUE LEGEND & BORDER ---- WHITE 4. SEE SHEET 2 FOR OTHER VARIANTS. ~ 1050 =| + 1050 -- { 25 { 25 TO T= F(T | ) F(T _ T _ NAS -_ 100 X-HT L 90 X-HT RO"" STOP |W~ ""| STOP |Z-~ | LF DIR","Drawing No. Before using this drawing, confirm © CROWN COPYRIGHT Pp 830 1 that it has not been superseded. . NOTES: 1. The legend is from the Transport Medium Sheet 1 of 2 ciohabat st the x-heights shown, ‘ 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— BLUE Legend & Border —-—— WHITE 4. See sheet 2 for other variants. ~ 1050 =| + 1050 —— { 25 { 25 to t= f(t | ) f(t _ T _ nas —_ 100 x-ht L 90 x-ht ro"" STOP |w~ ""| STOP |z-~ | lf directed |= | ,| if directed |=— y 3 ——— ) y 3 \ — y) -f- 25r -f- 25r VARIANT P830x1—-1 Department for Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 12.7.94 S.P./L.W. Transport VEHICLES MAY BE DIRECTED B: 23.8.04] Approved by:| MILLIMETRES P 830. 1 TO STOP Cc: R.M. Sheet 1 of 2 "
830x2,,,x,"BACKGROUND ------- BLUE LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER 25 2.5 DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 4 255 [[S ) 40 _ 75 MIN _| IF DIRECTE “N","Drawing No. © CROWN COPYRIGHT P 830.2 ; , NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background ------— BLUE Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other 25 2.5 dimensions are in stroke widths. (4sw = x—height) 4 255 [[S ) 40 _ 75 min _| if directe “n y 15 = Nes a Before using this drawing, confirm P830X2 that it has not been superseded. Department for Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Transport GOODS VEHICLES MAY BE .. nae , RM/SP. SEE P 830 2 : .8. pproved by: DIRECTED TO STOP c. reve NOTE 4 . "
830x3,,,x,BACKGROUND ------- BLUE LEGEND & BORDER --- WHITE = 720 25 I (K 25R 62 750 | IN 100 X=HT Y Q = 8 VARIANT P830X3 TITLE: 7 ISSUE: DATE: | DRAWN BY: DIMENSIONS: DRAWING NO. INF T IS) YT 9 DEPARTMENT FOR,"Drawing No. Before using this drawing, confirm p 830 3 that it has not been superseded. © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—height shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— BLUE Legend & Border ——— WHITE = 720 25 i (K 25r 62 750 | IN 100 x=ht Y Q = 8 VARIANT P830x3 Title: 7 Issue: Date: | Drawn by: Dimensions: Drawing No. Inf t iS) yt 9 Department for nformatory Signs Ae iayeal ae. Transport | stay iN LANE and VARIANT | 8 2380¢| sepows oy:| muunerres| P 830.3 Cc: R.M. "
831x2,,,x,"BACKGROUND -------- BLUE LEGEND & BORDER --- WHITE 1 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER | >| RT DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 2.8 A. ; EXC | S = 75 MIN HT --_ X- C","Drawing No. © CROWN COPYRIGHT P 831.2 . NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background -—-----— BLUE Legend & Border ——— WHITE 1 4. DIMENSIONS : x—heights are in millimetres, other | >| rt dimensions are in stroke widths. (4sw = x—height) 2.8 a. ; EXC | S = 75 min ht ——_ x— CHECK x | EMISSIONS ir Ll CHECK 1.2 j X 4) 25 25 VARIANT Before using this drawing, confirm P831x2 that it has not been superseded. Department for Title: Informatory Signs ‘seve: ob nos mewn by: Dimensions: Drawing No. Transport VEHICLE LICENCE CHECK POINT B: aa A ° od b SEE Pp 23] 2 : rove : and VARIANT °: ey |. NOTE 4 . "
831x1b,,,x,"BACKGROUND ------- BLUE LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS BASED ON THE X-HEIGHT OF THE LEGEND ‘CHECK POINT AHEAD’. (4SW = X","i No. Drawing No: Before using this drawing, confirm © CROWN COPYRIGHT P 832 1 B that it has not been superseded. NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------— BLUE Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths based on the x—height of the legend ‘CHECK POINT AHEAD’. (4sw = x—height) 2.5 2.5 ae Re « )) x-ht CAPITAL letter height hilt DVWSA — 37.5 min 52.5 min 1.5 “ ee 100 max 140 max oF CIECIK _ GOODS VEHICLE } | POINTE «» CHECK | AHEAD ™ 7 ™ POINT. = AHEAD Ne a, 1 VARIANT P832x1B Title: Issue: Date: | Drawn by: Dimensions: Drawing No. Department for AD oat} LW Transport VEHICLE CHECK POINT AHEAD | ® povroved &Y:] NOTE 4 P 832.1B Cc: R.M. Informatory Signs "
832x4,,,x,"BACKGROUND -------------- YELLOW LEGEND, SYMBOLS & BORDER --- BLACK . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HT) (7 >) OE! | 7 ENTER CHECK POINT","Drawing No. Related Drawings P 832.4 S 32 sheet 1 & S 25 sheet 1 /}—— 30 ——+ (Q) O— > 2.5 Before using this drawing, confirm that it has not been superseded. bh 24 — NOTES: 1. oo 2.5 1 5 (7 JN _ ener Check Polit: 5, || Uti Clrecrec 2. cht if directed 100 min © © 1 Y — P832x4 | 2.5 6 Check Point © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at the x—heights shown. Lorry symbol details are given on drawing S 32 sheet 1 and bus symbol details on drawing S 25 sheet 1. . The tile outlines do not form part of the signs. . COLOURS : Background —------------— YELLOW Legend, Symbols & Border ——— BLACK . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—ht) (7 >) oe! | 7 Enter Check Point 3 59.75 36.75 Enter Department for |“: COMMERCIAL VEHICLES TO ENTER Transport CHECK POINT IF DIRECTED Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 15.7.94 S.P. SEE B+ 15.11.04 | Approved by:} NOTE 5 P 832.4 Cc: R.M. "
