code,name,family,file,size,notes
SB-UNZUREICHENDES-LICHTRAUMPROFIL,Unzureichendes Lichtraumprofil,Sinnbilder und Symbole (pictograms),UNZUREICHENDES_LICHTRAUMPROFIL_SB-UNZUREICHENDES-LICHTRAUMPROFIL.svg,300x319 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/unzureichendes lichtraumprofil/Unzureichendes-Lichtraumprofil.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
RWB-FREIBAD,Freibad,Sinnbilder und Symbole (pictograms),FREIBAD_RWB-FREIBAD.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/Freibad/Freibad.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-HALLENBAD,Hallenbad,Sinnbilder und Symbole (pictograms),HALLENBAD_RWB-HALLENBAD.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/Hallenbad/Hallenbad.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-AUTOHOF,Autohof,Sinnbilder und Symbole (pictograms),AUTOHOF_RWB-AUTOHOF.svg,399x130 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/autohof/autohof-sym.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 39.875 x 13 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: autohof-sym.eps"
RWB-AUTOZUG,Auto im Reisezug,Sinnbilder und Symbole (pictograms),AUTO_IM_REISEZUG_RWB-AUTOZUG.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/autozug/autozug.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-BAHNHOF,Bahnhof,Sinnbilder und Symbole (pictograms),BAHNHOF_RWB-BAHNHOF.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/bahnhof/bahnhof.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-ERSTE-HILFE,"Erste-Hilfe""-Station",Sinnbilder und Symbole (pictograms),ERSTE_HILFE_STATION_RWB-ERSTE-HILFE.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/erste-hilfe/erste-hilfe.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: erste-hilfe.eps"
RWB-FLUGHAFEN,Flughafen,Sinnbilder und Symbole (pictograms),FLUGHAFEN_RWB-FLUGHAFEN.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/flughafen/flughafen.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: flughafen.eps"
RWB-FREIZEITSPORTANLAGE,Freizeitsportanlage,Sinnbilder und Symbole (pictograms),FREIZEITSPORTANLAGE_RWB-FREIZEITSPORTANLAGE.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/freizeit/freizeitsportanlage.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-GUETERVERKEHRSZENTRUM,Güterverkehrszentrum,Sinnbilder und Symbole (pictograms),GUETERVERKEHRSZENTRUM_RWB-GUETERVERKEHRSZENTRUM.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/gueterverkehr/güterverkehrszentrum.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-HAFEN-FAEHRE,"Hafen, Fährhafen, Fähre",Sinnbilder und Symbole (pictograms),HAFEN_FAEHRHAFEN_FAEHRE_RWB-HAFEN-FAEHRE.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/hafen/hafen-fähre.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-INDUSTRIEGEBIET,"Industriegebiet, Gewerbegebiet",Sinnbilder und Symbole (pictograms),INDUSTRIEGEBIET_GEWERBEGEBIET_RWB-INDUSTRIEGEBIET.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/industrie/industriegebiet.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-INFORMATIONS,Informationsstelle,Sinnbilder und Symbole (pictograms),INFORMATIONSSTELLE_RWB-INFORMATIONS.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/information/informations.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: informations.eps"
RWB-KRANKENHAUS,Krankenhaus,Sinnbilder und Symbole (pictograms),KRANKENHAUS_RWB-KRANKENHAUS.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/krankenhaus/krankenhaus.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-PARKHAUS,"Parkhaus, Parkgarage",Sinnbilder und Symbole (pictograms),PARKHAUS_PARKGARAGE_RWB-PARKHAUS.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/parkhaus/parkhaus.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment"
RWB-PARKPLATZ,Parkplatz,Sinnbilder und Symbole (pictograms),PARKPLATZ_RWB-PARKPLATZ.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/parkplatz/parkplatz.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; identical EPS also shipped as RWBA 2000: parkplatz.eps"
RWB-POLIZEI,Polizeistation,Sinnbilder und Symbole (pictograms),POLIZEISTATION_RWB-POLIZEI.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/poizeistation/polizei.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: polizei.eps"
RWB-STADION,"Großsportanlage, Stadion",Sinnbilder und Symbole (pictograms),GROSSSPORTANLAGE_STADION_RWB-STADION.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/sportanlage/stadion.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWB-ZELT-WOHNWAGENPLATZ,Zelt- und Wohnwagenplatz,Sinnbilder und Symbole (pictograms),ZELT_UND_WOHNWAGENPLATZ_RWB-ZELT-WOHNWAGENPLATZ.svg,150x150 mm,"RWB 2000: Sinnbilder und Symbole/RWB 2000/zeltplatz/zelt-wohnwagenplatz.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-BAB-AUSFAHRT,Autobahnausfahrt,Sinnbilder und Symbole (pictograms),AUTOBAHNAUSFAHRT_RWBA-BAB-AUSFAHRT.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/autobahnausfahrt/bab-ausfahrt.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment"
RWBA-BAB-KREUZ-DREIECK,Autobahnkreuz oder Autobahndreieck,Sinnbilder und Symbole (pictograms),AUTOBAHNKREUZ_ODER_AUTOBAHNDREIECK_RWBA-BAB-KREUZ-DREIECK.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/autobahnkreuz/bab-kreuz-dreieck.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment"
RWBA-BEHINDERTEN-WC,Behindertentoiletten,Sinnbilder und Symbole (pictograms),BEHINDERTENTOILETTEN_RWBA-BEHINDERTEN-WC.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/beh-toiletten/behinderten-wc.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-FERNSPRECHER,Fernsprecher,Sinnbilder und Symbole (pictograms),FERNSPRECHER_RWBA-FERNSPRECHER.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/fernsprecher/fernsprecher.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-GASTHAUS,Gasthaus,Sinnbilder und Symbole (pictograms),GASTHAUS_RWBA-GASTHAUS.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/gasthaus/gasthaus.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-HAFEN-FAEHRE,"Hafen, Fährhafen, Fähre",Sinnbilder und Symbole (pictograms),HAFEN_FAEHRHAFEN_FAEHRE_RWBA-HAFEN-FAEHRE.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/hafen-bab/hafen-fähre.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-KIRCHE,Kirche,Sinnbilder und Symbole (pictograms),KIRCHE_RWBA-KIRCHE.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/kapelle/kirche.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from file name; drawn on its white symbol field as BASt supplies it"
RWBA-VERKAUFSKIOSK,Verkaufskiosk,Sinnbilder und Symbole (pictograms),VERKAUFSKIOSK_RWBA-VERKAUFSKIOSK.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/kiosk/verkaufskiosk.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-LKW,Lastkraftwagen,Sinnbilder und Symbole (pictograms),LASTKRAFTWAGEN_RWBA-LKW.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/lkw/lkw.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-MOTEL-HOTEL,"Motel, Hotel",Sinnbilder und Symbole (pictograms),MOTEL_HOTEL_RWBA-MOTEL-HOTEL.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/motel/motel-hotel.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-NOTRUFSAEULE,Notrufsäule,Sinnbilder und Symbole (pictograms),NOTRUFSAEULE_RWBA-NOTRUFSAEULE.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/notruf/notrufsäule.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-ROLLSTUHLFAHRER,Rollstuhlfahrersymbol,Sinnbilder und Symbole (pictograms),ROLLSTUHLFAHRERSYMBOL_RWBA-ROLLSTUHLFAHRER.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/rollstuhlfahrer/rollstuhlfahrer.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-TOILETTEN,Toiletten,Sinnbilder und Symbole (pictograms),TOILETTEN_RWBA-TOILETTEN.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/toiletten/toiletten.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
RWBA-WERKSTATT,Pannenhilfe,Sinnbilder und Symbole (pictograms),PANNENHILFE_RWBA-WERKSTATT.svg,150x150 mm,"RWBA 2000: Sinnbilder und Symbole/RWBA 2000/werkstatt/werkstatt.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it"
