code,name,family,file,size,diagram,notes
2701,Direction to a new housing development,Direction And Tourist Signs,DIRECTION_TO_A_NEW_HOUSING_DEVELOPMENT_2701.svg,4167x1315 mm,2701.0,"working drawing p2701 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
868.1N,Additional traffic joining from the left ahead (non-primary route),Direction And Tourist Signs,ADDITIONAL_TRAFFIC_JOINING_FROM_THE_LEFT_AHEAD_NON_PRIMARY_ROUTE_868.1N.svg,1745x2168 mm,874.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
874P,Additional traffic lanes joining from the right ahead. Traffic in the right hand lane joins the main carriageway. Traffic on the main carriageway has priority over joining traffic (primary route),Direction And Tourist Signs,ADDITIONAL_TRAFFIC_LANES_JOINING_FROM_THE_RIGHT_AHEAD_TRAFFIC_IN_THE_R_874P.svg,4770x6180 mm,874.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2602.3,The number of a route for pedal cycles forming part of a regional cycle route network,Signs For Cyclists And Pedestrians,THE_NUMBER_OF_A_ROUTE_FOR_PEDAL_CYCLES_FORMING_PART_OF_A_REGIONAL_CYCL_2602.3.svg,1563x1298 mm,2602.3,"working drawing p2602x3 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2602.3V,The number of a route for pedal cycles forming part of a national cycle route network,Signs For Cyclists And Pedestrians,THE_NUMBER_OF_A_ROUTE_FOR_PEDAL_CYCLES_FORMING_PART_OF_A_NATIONAL_CYCL_2602.3V.svg,1563x1299 mm,2602.2,"working drawing p2602x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2601.2,Route for pedal cycles across an entry slip road at a junction ahead,Signs For Cyclists And Pedestrians,ROUTE_FOR_PEDAL_CYCLES_ACROSS_AN_ENTRY_SLIP_ROAD_AT_A_JUNCTION_AHEAD_2601.2.svg,2270x4880 mm,2601.2,"working drawing p2601x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2601.1,Direction of a numbered route for pedal cycles forming part of a national cycle network at a junction,Signs For Cyclists And Pedestrians,DIRECTION_OF_A_NUMBERED_ROUTE_FOR_PEDAL_CYCLES_FORMING_PART_OF_A_NATIO_2601.1.svg,2100x880 mm,2601.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2608,Direction of route to a tourist attraction for pedestrians,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_A_TOURIST_ATTRACTION_FOR_PEDESTRIANS_2608.svg,5730x1570 mm,2608.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2602.2,Number route for pedal cycles forming part of a national cycle route network,Signs For Cyclists And Pedestrians,NUMBER_ROUTE_FOR_PEDAL_CYCLES_FORMING_PART_OF_A_NATIONAL_CYCLE_ROUTE_N_2602.2.svg,1040x1300 mm,2602.2,"working drawing p2602x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2603,Junction ahead leading to a parking place for pedal cycles,Signs For Cyclists And Pedestrians,JUNCTION_AHEAD_LEADING_TO_A_PARKING_PLACE_FOR_PEDAL_CYCLES_2603.svg,4290x2010 mm,2603.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2604R,Direction and distance to a free parking place for pedal cycles,Signs For Cyclists And Pedestrians,DIRECTION_AND_DISTANCE_TO_A_FREE_PARKING_PLACE_FOR_PEDAL_CYCLES_2604R.svg,6990x2150 mm,2604.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2606,Direction of route to railway and London Underground station for pedestrians and pedal cycles,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_RAILWAY_AND_LONDON_UNDERGROUND_STATION_FOR_PEDES_2606.svg,4301x1150 mm,2606.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2606V,Direction of route to railway station for pedestrians and pedal cycles,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_RAILWAY_STATION_FOR_PEDESTRIANS_AND_PEDAL_CYCLES_2606V.svg,3050x990 mm,2606.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2610V,Direction to or along a public footpath,Signs For Cyclists And Pedestrians,DIRECTION_TO_OR_ALONG_A_PUBLIC_FOOTPATH_2610V.svg,6430x1570 mm,2610.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2605,Direction of route to destination shown for pedestrians,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_DESTINATION_SHOWN_FOR_PEDESTRIANS_2605.svg,3750x980 mm,2605.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2605V,Distance and direction of route to destination shown for pedestrians,Signs For Cyclists And Pedestrians,DISTANCE_AND_DIRECTION_OF_ROUTE_TO_DESTINATION_SHOWN_FOR_PEDESTRIANS_2605V.svg,3340x940 mm,2605.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2607,Direction of route to destination shown for pedestrians,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_DESTINATION_SHOWN_FOR_PEDESTRIANS_2607.svg,4835x1358 mm,2607.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2607V,Direction of route to destination shown for pedestrians,Signs For Cyclists And Pedestrians,DIRECTION_OF_ROUTE_TO_DESTINATION_SHOWN_FOR_PEDESTRIANS_2607V.svg,4835x1358 mm,2610.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2610.2,Direction along a footpath indicated by waymarks,Signs For Cyclists And Pedestrians,DIRECTION_ALONG_A_FOOTPATH_INDICATED_BY_WAYMARKS_2610.2.svg,1632x1553 mm,2610.2,"no size figure read from working drawing p2610x2; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
818.1,Distance of 2 miles to a section of dual carriageway ahead,Information Signs,DISTANCE_OF_2_MILES_TO_A_SECTION_OF_DUAL_CARRIAGEWAY_AHEAD_818.1.svg,3780x2790 mm,818.1,"working drawing p818x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
818,Section of dual carriageway road begins ahead,Information Signs,SECTION_OF_DUAL_CARRIAGEWAY_ROAD_BEGINS_AHEAD_818.svg,3780x2220 mm,818.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
818.1A,Distance of 1/2 mile of dual carriageway road extends ahead,Information Signs,DISTANCE_OF_1_2_MILE_OF_DUAL_CARRIAGEWAY_ROAD_EXTENDS_AHEAD_818.1A.svg,3780x2210 mm,818.11,"working drawing p818x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
872.1M,In 200 yards the number of lanes of traffic lanes ahead on a motorway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Motorway Signs,IN_200_YARDS_THE_NUMBER_OF_LANES_OF_TRAFFIC_LANES_AHEAD_ON_A_MOTORWAY__872.1M.svg,1940x2390 mm,872.1,"no size figure read from working drawing p872x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
817,No through road for vehicular traffic in direction indicated from junction ahead,Information Signs,NO_THROUGH_ROAD_FOR_VEHICULAR_TRAFFIC_IN_DIRECTION_INDICATED_FROM_JUNC_817.svg,1690x1440 mm,817.0,"no size figure read from working drawing p817; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
817V,No through road for vehicular traffic in direction indicated from junction ahead,Information Signs,NO_THROUGH_ROAD_FOR_VEHICULAR_TRAFFIC_IN_DIRECTION_INDICATED_FROM_JUNC_817V.svg,1680x1440 mm,817.0,"no size figure read from working drawing p817; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
872.1,Number of lanes of traffic lanes ahead on a dual carriageway reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Information Signs,NUMBER_OF_LANES_OF_TRAFFIC_LANES_AHEAD_ON_A_DUAL_CARRIAGEWAY_REDUCES_F_872.1.svg,1275x1190 mm,872.1,"no size figure read from working drawing p872x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
822,Passing place on a narrow road,Information Signs,PASSING_PLACE_ON_A_NARROW_ROAD_822.svg,450x448 mm,822.0,450 mm (working drawing p822; alternatives 600)
872.1P,Number of lanes of traffic lanes ahead on a primary route reduces from three lanes to two. Traffic in the right hand lane must move into the lane on the immediate left,Information Signs,NUMBER_OF_LANES_OF_TRAFFIC_LANES_AHEAD_ON_A_PRIMARY_ROUTE_REDUCES_FROM_872.1P.svg,1940x1810 mm,872.1,"no size figure read from working drawing p872x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
821,"Route ahead only wide enough for one line of vehicles, but has passing places at intervals",Information Signs,ROUTE_AHEAD_ONLY_WIDE_ENOUGH_FOR_ONE_LINE_OF_VEHICLES_BUT_HAS_PASSING__821.svg,3380x5500 mm,821.0,"working drawing p821 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V5,Road unsuitable for articulated vehicles,Information Signs,ROAD_UNSUITABLE_FOR_ARTICULATED_VEHICLES_820V5.svg,1750x1410 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V1,Road unsuitable for caravans,Information Signs,ROAD_UNSUITABLE_FOR_CARAVANS_820V1.svg,3850x1670 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V2,Road unsuitable for heavy goods vehicles,Information Signs,ROAD_UNSUITABLE_FOR_HEAVY_GOODS_VEHICLES_820V2.svg,1730x1410 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V4,Road unsuitable for long vehicles,Information Signs,ROAD_UNSUITABLE_FOR_LONG_VEHICLES_820V4.svg,1750x1120 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820,Road unsuitable for motor vehicles,Information Signs,ROAD_UNSUITABLE_FOR_MOTOR_VEHICLES_820.svg,3490x2230 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V6,Road unsuitable for trailers,Information Signs,ROAD_UNSUITABLE_FOR_TRAILERS_820V6.svg,1750x840 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820V3,Road unsuitable for wide vehicles,Information Signs,ROAD_UNSUITABLE_FOR_WIDE_VEHICLES_820V3.svg,1750x1120 mm,820.0,"working drawing p820 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2501,Distance to a parking place ahead,Information Signs,DISTANCE_TO_A_PARKING_PLACE_AHEAD_2501.svg,4810x5840 mm,2501.0,"working drawing p2501 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2713.1VP,Emergency telephone in a parking place,Information Signs,EMERGENCY_TELEPHONE_IN_A_PARKING_PLACE_2713.1VP.svg,2310x3650 mm,2713.1,"working drawing p2713x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2713.1,Distance ahead to emergency telephone in a parking place,Information Signs,DISTANCE_AHEAD_TO_EMERGENCY_TELEPHONE_IN_A_PARKING_PLACE_2713.1.svg,2630x4590 mm,2713.1,"working drawing p2713x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2713.1V,Emergency telephone ahead,Information Signs,EMERGENCY_TELEPHONE_AHEAD_2713.1V.svg,2310x2070 mm,2713.1,"working drawing p2713x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2713.1VT,Emergency telephone 1 mile ahead,Information Signs,EMERGENCY_TELEPHONE_1_MILE_AHEAD_2713.1VT.svg,2450x3020 mm,2713.1,"working drawing p2713x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2711,Direction to emergency exit for pedestrians from a tunnel,Information Signs,DIRECTION_TO_EMERGENCY_EXIT_FOR_PEDESTRIANS_FROM_A_TUNNEL_2711.svg,4565x2504 mm,2711.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2711L,Direction to emergency exit for pedestrians from a tunnel,Information Signs,DIRECTION_TO_EMERGENCY_EXIT_FOR_PEDESTRIANS_FROM_A_TUNNEL_2711L.svg,4565x2504 mm,2711.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
827.2,Hospital ahead with accident and emergency facilities,Information Signs,HOSPITAL_AHEAD_WITH_ACCIDENT_AND_EMERGENCY_FACILITIES_827.2.svg,3438x4377 mm,827.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
827.1,Hospital ahead without accident and emergency facilities,Information Signs,HOSPITAL_AHEAD_WITHOUT_ACCIDENT_AND_EMERGENCY_FACILITIES_827.1.svg,4450x4520 mm,827.1,"working drawing p827x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
810L,One-way traffic in direction indicated (sign for pedestrians),Information Signs,ONE_WAY_TRAFFIC_IN_DIRECTION_INDICATED_SIGN_FOR_PEDESTRIANS_810L.svg,480x321 mm,810.0,480 mm (working drawing p810; alternatives 600/720/400/480); 1 stroked path(s) outlined with Inkscape
810,One-way traffic in direction indicated (sign for pedestrians),Information Signs,ONE_WAY_TRAFFIC_IN_DIRECTION_INDICATED_SIGN_FOR_PEDESTRIANS_810.svg,480x322 mm,810.0,480 mm (working drawing p810; alternatives 600/720/400/480); 1 stroked path(s) outlined with Inkscape
814.4,Ramped entrance to pedestrian overbridge,Information Signs,RAMPED_ENTRANCE_TO_PEDESTRIAN_OVERBRIDGE_814.4.svg,2300x1380 mm,814.4,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
814.2,Ramped entrance to pedestrian subway,Information Signs,RAMPED_ENTRANCE_TO_PEDESTRIAN_SUBWAY_814.2.svg,2300x1380 mm,814.2,"no size figure read from working drawing p814x2; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
814.3,Stepped entrance to pedestrian overbridge,Information Signs,STEPPED_ENTRANCE_TO_PEDESTRIAN_OVERBRIDGE_814.3.svg,1390x1380 mm,814.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
814.1,Stepped entrance to pedestrian subway,Information Signs,STEPPED_ENTRANCE_TO_PEDESTRIAN_SUBWAY_814.1.svg,1380x1370 mm,814.1,"no size figure read from working drawing p814x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
832.8,Goods vehicles should leave the main carriageway on the approach to a vehicle check point,Information Signs,GOODS_VEHICLES_SHOULD_LEAVE_THE_MAIN_CARRIAGEWAY_ON_THE_APPROACH_TO_A__832.8.svg,4984x1964 mm,832.8,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.9,Direction to a vehicle check point,Information Signs,DIRECTION_TO_A_VEHICLE_CHECK_POINT_832.9.svg,3691x1952 mm,832.9,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.10A,End of vehicle check point area,Information Signs,END_OF_VEHICLE_CHECK_POINT_AREA_832.10A.svg,2340x1321 mm,832.101,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 3 stroked path(s) outlined with Inkscape"
832.4,Goods vehicles may be directed to enter a check point ahead,Information Signs,GOODS_VEHICLES_MAY_BE_DIRECTED_TO_ENTER_A_CHECK_POINT_AHEAD_832.4.svg,6236x5346 mm,832.4,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.4V,Goods vehicles and buses may be directed to enter a check point ahead,Information Signs,GOODS_VEHICLES_AND_BUSES_MAY_BE_DIRECTED_TO_ENTER_A_CHECK_POINT_AHEAD_832.4V.svg,4386x4771 mm,832.4,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.6,Goods vehicles should get into the left lane to attend a goods vehicle check point ahead,Information Signs,GOODS_VEHICLES_SHOULD_GET_INTO_THE_LEFT_LANE_TO_ATTEND_A_GOODS_VEHICLE_832.6.svg,5923x5174 mm,832.6,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.7,Goods vehicles should get into the left hand lane of a three lane carriageway on the approach to a goods vehicle check point,Information Signs,GOODS_VEHICLES_SHOULD_GET_INTO_THE_LEFT_HAND_LANE_OF_A_THREE_LANE_CARR_832.7.svg,5923x5174 mm,832.7,"working drawing p832x7 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
830.2,Goods vehicles may be directed to stop ahead by a constable in uniform,Information Signs,GOODS_VEHICLES_MAY_BE_DIRECTED_TO_STOP_AHEAD_BY_A_CONSTABLE_IN_UNIFORM_830.2.svg,5430x4550 mm,830.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
832.5,Goods vehicles should keep to the left hand lane on approach to check point ahead,Information Signs,GOODS_VEHICLES_SHOULD_KEEP_TO_THE_LEFT_HAND_LANE_ON_APPROACH_TO_CHECK__832.5.svg,4570x4436 mm,832.5,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
832.3,Goods vehicles may be directed to leave the motorway at the junction ahead,Information Signs,GOODS_VEHICLES_MAY_BE_DIRECTED_TO_LEAVE_THE_MOTORWAY_AT_THE_JUNCTION_A_832.3.svg,6424x4442 mm,832.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
823.3V,Goods vehicles and buses may be directed to leave the motorway at the junction ahead,Information Signs,GOODS_VEHICLES_AND_BUSES_MAY_BE_DIRECTED_TO_LEAVE_THE_MOTORWAY_AT_THE__823.3V.svg,4496x4117 mm,832.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
829.6,Waiting place at a lay-by or observation platform for police vehicles only,Information Signs,WAITING_PLACE_AT_A_LAY_BY_OR_OBSERVATION_PLATFORM_FOR_POLICE_VEHICLES__829.6.svg,2420x1340 mm,829.6,"working drawing p829x6 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
829.2,Accident ahead and consequent need to proceed with caution,Information Signs,ACCIDENT_AHEAD_AND_CONSEQUENT_NEED_TO_PROCEED_WITH_CAUTION_829.2.svg,5140x3420 mm,829.2,"working drawing p829x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
829.4,End of temporary permission for traffic to use the hard shoulder,Information Signs,END_OF_TEMPORARY_PERMISSION_FOR_TRAFFIC_TO_USE_THE_HARD_SHOULDER_829.4.svg,5140x3420 mm,829.4,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
829.1,Potential danger temporarily ahead and consequent need to proceed with caution,Information Signs,POTENTIAL_DANGER_TEMPORARILY_AHEAD_AND_CONSEQUENT_NEED_TO_PROCEED_WITH_829.1.svg,5140x3420 mm,829.1,"working drawing p829x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
829.5,Area where police carry out checks on the speed of vehicles,Information Signs,AREA_WHERE_POLICE_CARRY_OUT_CHECKS_ON_THE_SPEED_OF_VEHICLES_829.5.svg,1630x1770 mm,829.5,"working drawing p829x5 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
829.3,Traffic should use the hard shoulder in an emergency,Information Signs,TRAFFIC_SHOULD_USE_THE_HARD_SHOULDER_IN_AN_EMERGENCY_829.3.svg,5140x3420 mm,829.3,"working drawing p829x3 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
831.2V,Vehicle emissions check point ahead,Information Signs,VEHICLE_EMISSIONS_CHECK_POINT_AHEAD_831.2V.svg,2530x1380 mm,831.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
831.2,Vehicle excise licence check point ahead,Information Signs,VEHICLE_EXCISE_LICENCE_CHECK_POINT_AHEAD_831.2.svg,1990x1720 mm,831.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
832.1A,Vehicle and Operator Services Agency check point ahead,Information Signs,VEHICLE_AND_OPERATOR_SERVICES_AGENCY_CHECK_POINT_AHEAD_832.1A.svg,1650x1610 mm,832.11,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
832,Location of traffic survey,Information Signs,LOCATION_OF_TRAFFIC_SURVEY_832.svg,5990x4290 mm,832.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
830.1,Vehicles may be directed to stop at a traffic survey ahead,Information Signs,VEHICLES_MAY_BE_DIRECTED_TO_STOP_AT_A_TRAFFIC_SURVEY_AHEAD_830.1.svg,4790x3430 mm,830.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
833,"Entrance to a car park, private access road or property",Information Signs,ENTRANCE_TO_A_CAR_PARK_PRIVATE_ACCESS_ROAD_OR_PROPERTY_833.svg,600x450 mm,833.0,600 mm (working drawing p833; alternatives 300/225); 1 stroked path(s) outlined with Inkscape
7014,Permanent change to the road layout ahead,Information Signs,PERMANENT_CHANGE_TO_THE_ROAD_LAYOUT_AHEAD_7014.svg,1700x1680 mm,7014.0,"working drawing p7014 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
836,"Entry to a car park, private access road or property from a public road not allowed",Information Signs,ENTRY_TO_A_CAR_PARK_PRIVATE_ACCESS_ROAD_OR_PROPERTY_FROM_A_PUBLIC_ROAD_836.svg,3450x2590 mm,836.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
835,"Exit from a car park, private access road or property from a public road not allowed",Information Signs,EXIT_FROM_A_CAR_PARK_PRIVATE_ACCESS_ROAD_OR_PROPERTY_FROM_A_PUBLIC_ROA_835.svg,3450x2590 mm,835.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
834,"Exit from a car park, private access road or property",Information Signs,EXIT_FROM_A_CAR_PARK_PRIVATE_ACCESS_ROAD_OR_PROPERTY_834.svg,3420x2590 mm,834.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
831,Vehicles should reduce speed on approaching a traffic survey ahead,Information Signs,VEHICLES_SHOULD_REDUCE_SPEED_ON_APPROACHING_A_TRAFFIC_SURVEY_AHEAD_831.svg,5990x4290 mm,831.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
830,Vehicles must stop at a census traffic point,Information Signs,VEHICLES_MUST_STOP_AT_A_CENSUS_TRAFFIC_POINT_830.svg,6000x4280 mm,830.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
5001.2,Indicates lane open for vehicular traffic,Tidal Flow Lane Control,INDICATES_LANE_OPEN_FOR_VEHICULAR_TRAFFIC_5001.2.svg,4433x3832 mm,5001.2,"no size figure read from working drawing p5001x2; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
5003.1,Lane control signal indicating that vehicles may not proceed along the lane directly beneath the signal,Tidal Flow Lane Control,LANE_CONTROL_SIGNAL_INDICATING_THAT_VEHICLES_MAY_NOT_PROCEED_ALONG_THE_5003.1.svg,4358x3682 mm,5003.1,"no size figure read from working drawing p5003x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
5005.1,Lane closed ahead vehicles must move to the next lane on the left,Tidal Flow Lane Control,LANE_CLOSED_AHEAD_VEHICLES_MUST_MOVE_TO_THE_NEXT_LANE_ON_THE_LEFT_5005.1.svg,4395x3697 mm,5005.1,"no size figure read from working drawing p5005x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
5015,End of a system of lane control light signals,Tidal Flow Lane Control,END_OF_A_SYSTEM_OF_LANE_CONTROL_LIGHT_SIGNALS_5015.svg,3060x1330 mm,5015.0,"working drawing p5015 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
5001.1,Lane open to vehicular traffic,Tidal Flow Lane Control,LANE_OPEN_TO_VEHICULAR_TRAFFIC_5001.1.svg,3370x2970 mm,5001.1,"no size figure read from working drawing p5001x1; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
