code,file,drawn_size_mm,legend,check,intervene,notes
R4-040-Q10,Regulatory Signs/PMD_10_PLATE_WHITE_LONG_R4-040-Q10.svg,300x150,(e-scooter) 10,ok,,"symbol:qld_r4-040-q08_escooter TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q10 'Speed limit for personal mobility devices supplementary plate' (2025; the example use shows it under a shared-path sign), one size: 300 x 150, R25, 5 / 15 (edge 5 + border 10). Horizontal 30 / 100 (e-scooter symbol) / 40 / 100 (red annulus) / 30 = 300; vertical 25 / 100 / 25 = 150: symbol x 30-130, y 25-125; annulus centre (220, 75), outer dia 100, inner dia 83 read from the sheet's vector ring (r 50 / 42); numerals 40D centred in the annulus (cap top 55). E-scooter: the R4-040-Q08 vector (tools/symbols/qld_r4-040-q08_escooter.svg). Speed 'insert appropriate' (25 shown in the example): 10, 12 and 25 generated, the personal mobility device limits of the Queensland road rules (12 on footpaths, 25 on paths and roads, 10 in shared zones) (Russell: the variants that make sense, not every value). Red and black on white."
R4-040-Q10,Regulatory Signs/PMD_12_PLATE_WHITE_LONG_R4-040-Q10.svg,300x150,(e-scooter) 12,ok,,"symbol:qld_r4-040-q08_escooter TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q10 'Speed limit for personal mobility devices supplementary plate' (2025; the example use shows it under a shared-path sign), one size: 300 x 150, R25, 5 / 15 (edge 5 + border 10). Horizontal 30 / 100 (e-scooter symbol) / 40 / 100 (red annulus) / 30 = 300; vertical 25 / 100 / 25 = 150: symbol x 30-130, y 25-125; annulus centre (220, 75), outer dia 100, inner dia 83 read from the sheet's vector ring (r 50 / 42); numerals 40D centred in the annulus (cap top 55). E-scooter: the R4-040-Q08 vector (tools/symbols/qld_r4-040-q08_escooter.svg). Speed 'insert appropriate' (25 shown in the example): 10, 12 and 25 generated, the personal mobility device limits of the Queensland road rules (12 on footpaths, 25 on paths and roads, 10 in shared zones) (Russell: the variants that make sense, not every value). Red and black on white."
R4-040-Q10,Regulatory Signs/PMD_25_PLATE_WHITE_LONG_R4-040-Q10.svg,300x150,(e-scooter) 25,ok,,"symbol:qld_r4-040-q08_escooter TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q10 'Speed limit for personal mobility devices supplementary plate' (2025; the example use shows it under a shared-path sign), one size: 300 x 150, R25, 5 / 15 (edge 5 + border 10). Horizontal 30 / 100 (e-scooter symbol) / 40 / 100 (red annulus) / 30 = 300; vertical 25 / 100 / 25 = 150: symbol x 30-130, y 25-125; annulus centre (220, 75), outer dia 100, inner dia 83 read from the sheet's vector ring (r 50 / 42); numerals 40D centred in the annulus (cap top 55). E-scooter: the R4-040-Q08 vector (tools/symbols/qld_r4-040-q08_escooter.svg). Speed 'insert appropriate' (25 shown in the example): 10, 12 and 25 generated, the personal mobility device limits of the Queensland road rules (12 on footpaths, 25 on paths and roads, 10 in shared zones) (Russell: the variants that make sense, not every value). Red and black on white."
R4-040-Q11,Speed Signs/Normal Speed Signs/40_DRIVE_TO_PREVAILING_BEACH_CONDITIONS_YELLOW_TALL_R4-040-Q11.svg,1100x1600,40 DRIVE TO PREVAILING BEACH CONDITIONS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q11 'Speed limit - drive to prevailing beach conditions' (2025). Size A 1100 x 1600 generated (B 1650 x 2400 also tabled): r 100, yellow, no border. Chain d 75 / h 800 (the R4-1B inset: the national R4-1 at its 600 x 800 size, tools/specs/R/R4-1.json: white panel r 50, red annulus R297 / R237 centred, numerals 240D; the sheet says 'R4-1B or R4-1C', B fits h 800) / g 100 / e 100D DRIVE TO / f 55 / e 100D PREVAILING / f 55 / e 100D BEACH / f 55 / e 100D CONDITIONS / c 60 = 1600: inset x 250-850 (centred), y 75-875, annulus centre (550, 475), numerals cap top 355; lines cap tops 975, 1130, 1285, 1440; word gap DRIVE-TO 50 measured from the sheet. Speed 'insert appropriate' (R4-1 inset): 40, 60 and 80 generated, the beach driving limits used in Queensland (80 on the K'gari beaches, 40 / 60 near camping and access zones) (Russell: the variants that make sense, not every value). Yellow, black legend, red annulus on the white inset."
R4-040-Q11,Speed Signs/Normal Speed Signs/60_DRIVE_TO_PREVAILING_BEACH_CONDITIONS_YELLOW_TALL_R4-040-Q11.svg,1100x1600,60 DRIVE TO PREVAILING BEACH CONDITIONS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q11 'Speed limit - drive to prevailing beach conditions' (2025). Size A 1100 x 1600 generated (B 1650 x 2400 also tabled): r 100, yellow, no border. Chain d 75 / h 800 (the R4-1B inset: the national R4-1 at its 600 x 800 size, tools/specs/R/R4-1.json: white panel r 50, red annulus R297 / R237 centred, numerals 240D; the sheet says 'R4-1B or R4-1C', B fits h 800) / g 100 / e 100D DRIVE TO / f 55 / e 100D PREVAILING / f 55 / e 100D BEACH / f 55 / e 100D CONDITIONS / c 60 = 1600: inset x 250-850 (centred), y 75-875, annulus centre (550, 475), numerals cap top 355; lines cap tops 975, 1130, 1285, 1440; word gap DRIVE-TO 50 measured from the sheet. Speed 'insert appropriate' (R4-1 inset): 40, 60 and 80 generated, the beach driving limits used in Queensland (80 on the K'gari beaches, 40 / 60 near camping and access zones) (Russell: the variants that make sense, not every value). Yellow, black legend, red annulus on the white inset."
R4-040-Q11,Speed Signs/Normal Speed Signs/80_DRIVE_TO_PREVAILING_BEACH_CONDITIONS_YELLOW_TALL_R4-040-Q11.svg,1100x1600,80 DRIVE TO PREVAILING BEACH CONDITIONS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet R4-040-Q11 'Speed limit - drive to prevailing beach conditions' (2025). Size A 1100 x 1600 generated (B 1650 x 2400 also tabled): r 100, yellow, no border. Chain d 75 / h 800 (the R4-1B inset: the national R4-1 at its 600 x 800 size, tools/specs/R/R4-1.json: white panel r 50, red annulus R297 / R237 centred, numerals 240D; the sheet says 'R4-1B or R4-1C', B fits h 800) / g 100 / e 100D DRIVE TO / f 55 / e 100D PREVAILING / f 55 / e 100D BEACH / f 55 / e 100D CONDITIONS / c 60 = 1600: inset x 250-850 (centred), y 75-875, annulus centre (550, 475), numerals cap top 355; lines cap tops 975, 1130, 1285, 1440; word gap DRIVE-TO 50 measured from the sheet. Speed 'insert appropriate' (R4-1 inset): 40, 60 and 80 generated, the beach driving limits used in Queensland (80 on the K'gari beaches, 40 / 60 near camping and access zones) (Russell: the variants that make sense, not every value). Yellow, black legend, red annulus on the white inset."
TC1152,Warning Signs/DRIVE_ON_LEFT_IN_AUSTRALIA_WHITE_TALL_TC1152.svg,600x900,DRIVE ON LEFT IN AUSTRALIA (two-lane road with cars and arrows symbol),ok,,"symbol:qld_tc1152_arrow_down symbol:qld_tc1152_arrow_up symbol:qld_tc1152_car_front symbol:qld_tc1152_car_rear TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. TC-series sheet TC1152_1 'Drive on left in Australia' warning sign (2011, approved 2016; page 1 of 2, page 2 is the 150 x 100 warning sticker). Size A 600 x 900 generated (B 750 x 1125 also tabled): r 60, c 10 / d 30 (white edge 10 + black border 20). Table a 600 b 900 c 10 d 30 e 65 f 60CN g 50 h 100CN k 15 m 35 n 140 o 120 p 45 q 70 r 60 s 40 t 60 u 107 v 106 w 180. Left chain q 70 / o 120 / p 45 / n 140 / m 35 / k 15 / g 50 / h 100 / g 50 / h 100 / g 50 / f 60 / e 65 = 900: up-arrow box y 70 (o 120 tall), rear-view car box y 235 (n 140), black divider bar k 15 at y 410 across the inside of the border (x 30-570, as drawn), cap tops DRIVE 475 and ON LEFT 625 (100 Series C, 'CN' = the sheet's 'AS1744 Series C Narrow' read as plain C), IN AUSTRALIA 775 (60 C), e 65 below. Right chain e 65 / n 140 / p 45 / o 120: front-view car box y 65, down-arrow box y 250; dashed centreline q 70 / t / t / t / t / t / s 40 = 410: three dashes k 15 wide x t 60 long at y 70, 190, 310, centred (x 292.5). Horizontal q 70 / w 180 / = / k 15 / = / w 180 / q 70 (= 42.5): car boxes x 70 and 350; u 107 / v 106 / = / k / = / v 106 / u 107: arrows x 107 and 387 (each centred over its car box). Word gaps measured on the sheet: ON-LEFT 72.4, IN-AUSTRALIA 43.7. Cars: the sheet's ink is 160.2 x 130.6 inside the 180 x 140 box (the grid insets show the box as corner brackets), so each car is placed at its ink size centred in its tabled box (the sheet draws the left car 5 lower than centred; the tabled box governs). Arrows fill their v x o boxes exactly as drawn. Symbols extracted from the sheet PDF's own filled vector paths (tools/symbols/qld_tc1152_*.svg). Black on retroreflective white."
TC1152_p2,,,INTERNATIONAL DRIVERS ATTENTION KEEP LEFT AT ALL TIMES,"SKIPPED: warning sticker, not a road sign (page 2 of TC1152: 150 x 100 vehicle sticker with the Queensland Government logo in corporate colours)",,
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_5_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 5 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_10_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 10 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_15_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 15 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_20_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 20 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_30_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 30 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_40_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 40 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-1,Warning Signs/WANDERING_STOCK_NEXT_50_KM_WHITE_LONG_W5-Q10-1.svg,2600x1500,DULKANINNA STATION / WANDERING STOCK / NEXT 50 km (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_1 'Wandering stock next ...km' warning sign (2011/2023, rev E, page 1 of 2), fully dimensioned, one size 2600 x 1500, R200. Border from the sheet's vectors and the '60' / '20' dims: white edge 20 + black border 40. Vertical chain 170 / 40 / 120D / 40 / 195 / 180D / 120 / 180D / 150 / 140D-120Em / 165 = 1500: station panel (black rectangle) y 170, 200 tall with its 120D name in white (cap top 210), WANDERING cap top 565, STOCK 865, NEXT line 1195 (NEXT and the numeral 140 Series D, km 120 Series E modified lower case, one baseline 1335). Horizontal: WANDERING 130 from the left sign edge (the sheet's '130'), and the sheet centres STOCK and the NEXT line on WANDERING (measured: centres 824 / 824 / 839 on the drawn sign), so the three lines are centred on cx = 130 + 1331.1 / 2 = 795.55; NEXT-line word gaps 122 and 62 measured from the sheet; the station panel is centred on the sign (drawn 1888 wide, i.e. 75 each side of the name; the width is not dimensioned, taken as drawn). Inset W5-38A diamond (600 side, 848.53 bounding, 10 yellow edge + 20 black border, r 40, as the 600 row of the QLD W-series tables) with its right corner 130 from the sign edge and its bottom corner 200 above the bottom edge (the sheet's '200'; drawn at 144) -> bbox x 1621.47, y 451.47; drawn as polygons. Stock symbol = the sheet's own vector (tools/symbols/qld_w5-q10-1_stock.svg), placed as drawn on the inset diamond (centred, 554.1 x 316.7). Station / property name: 'insert appropriate station / property name' with no list, so the sheet's example DULKANINNA STATION is generated (note 2; * marker not legend); distance 'NEXT X km' (40 shown, dashed) generated for 5, 10, 15, 20, 30, 40, 50 km, the distances used in Queensland practice. The sheet's two examples (no station panel: height reduced by 300; no NEXT line: legend centred vertically) are not generated: their chains are not dimensioned. Black and white with the yellow / black diamond on retroreflective white."
W5-Q10-2,Warning Signs/WANDERING_STOCK_WHITE_SQUARE_W5-Q10-2.svg,1700x1600,WANDERING STOCK (W5-38A symbol),ok,,"symbol:qld_w5-q10-1_stock TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q10_2 'Wandering stock' warning sign (2011/2023, rev E, page 2 of 2), fully dimensioned, one size 1700 x 1600, R200, white edge 20 + black border 40 (the sheet's 60 / 20). Vertical chain 150 / 180D / 90 / 180D / 880 / 120 = 1600: WANDERING cap top 150, STOCK 420, both centred on the sign as drawn (measured centres 851 / 852 on the 1700 sign; the sheet's '130' at the bottom left does not match any drawn edge and is not used); the inset W5-38A diamond's bottom corner 880 below STOCK = 120 above the bottom edge (y 1480), centred horizontally -> bbox x 425.735, y 631.47; 600 side, 10 yellow edge + 20 black border, r 40, drawn as polygons, with the stock symbol placed as drawn (the same vector as W5-Q10-1). Black with the yellow / black diamond on retroreflective white."
W5-Q11,Warning Signs/BOOM_BARRIER_YELLOW_DIAMOND_W5-Q11.svg,1060.66x1060.66,BOOM BARRIER (symbol),ok,,"symbol:qld_w5-q11_boom TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-Q11 'Boom barrier' warning sign (2023). Size B 750 diamond generated, the smallest tabled (C 900 also tabled; no A): a 750 side drawn as the bounding square 1060.66, r 50, b 10 yellow edge + c 20 black border (separate spans on the sheet). Symbol box from the table: d 280 left and e 360 right of the vertical centreline (640 wide), g 128 above and f 206 below the horizontal centreline (334 tall): x 250.33, y 402.33. The symbol is the sheet PDF's own vector paths (tools/symbols/qld_w5-q11_boom.svg, vec2sym2, not traced): black post and hatched boom (the yellow stripes are gaps in the black path), black rim and red disc (retroreflective red per the legend); drawn 664 x 328.2 on the sheet's sign (3.7 % wider than the tabled box, as the other Q-series symbols), scaled into the box. Black and red on retroreflective yellow."
