code,name,family,file,size,register_dimensions,notes
none,NZ Cycle Trail (NZCT) route begins/ends,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_BEGINS_ENDS_none.svg,3000x4000 mm,Legend symbol 200x100 300x150 Legend Text description Series Modified E 25 Series Modified E 25 Legend 'Cycle Trail' Series Modified E 25 Series Modified E 25 Legend 'BEGINS' 'ENDS' Series Modified E 25 Series Modified E 25,drawn width 3000 mm vs register 200 mm — check
AME5,Named Expressway Begins.eps,General Advisory Signs,NAMED_EXPRESSWAY_BEGINS_EPS_AME5.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AME7,Named Expressway Ends - on main road.eps,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_ON_MAIN_ROAD_EPS_AME7.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AME8,Named Expressway Ends - on off-ramp/side road.eps,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_ON_OFF_RAMP_SIDE_ROAD_EPS_AME8.svg,900x600 mm,a 900 b 600 r 50 c 20 d 52.5 Legend LINE 1 & 2 100C Legend 2ND LINE 150C,
AME6,Named Expressway Ends [xx] m,General Advisory Signs,NAMED_EXPRESSWAY_ENDS_XX_M_AME6.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,2 stroked path(s) ignored
AMEN,Named Expressway.gif,General Advisory Signs,NAMED_EXPRESSWAY_GIF_AMEN.svg,1369x700 mm,a 1369 b 700 r 100 c 20 d 130 e 100 Legend Letters 150C,
AMMN,Named Motorway,General Advisory Signs,NAMED_MOTORWAY_AMMN.svg,1257x700 mm,a 1257 b 700 r 100 c 20 d 130 e 100 Legend Letters 150C,
AMM5,Named Motorway Begins,General Advisory Signs,NAMED_MOTORWAY_BEGINS_AMM5.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AMM7,Named Motorway Ends - on main road,General Advisory Signs,NAMED_MOTORWAY_ENDS_ON_MAIN_ROAD_AMM7.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 Legend Letters 250D,
AMM8,Named Motorway ends - on off-ramp,General Advisory Signs,NAMED_MOTORWAY_ENDS_ON_OFF_RAMP_AMM8.svg,900x600 mm,a 900 b 600 r 50 c 20 d 52.5 Legend LINE 1 & 2 100C Legend 2ND LINE 150C,
AMM6,Named Motorway ends [xx] m.eps,General Advisory Signs,NAMED_MOTORWAY_ENDS_XX_M_EPS_AMM6.svg,2765x1650 mm,a 2765 b 1650 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
AU53,Pass Safely - Pedestrians,General Advisory Signs,PASS_SAFELY_PEDESTRIANS_AU53.svg,900x750 mm,a 900 b 750 c 25 d 10 r 60 Symbol 745x350mm Text 120/C Compressed 20% Note This sign should be used in constrained urban or low speed rural locations where there is not enough roadway width to safely achieve a 1.5 metre passing gap.,1 stroked path(s) ignored
AT1,Road classification construction zone arrow pointing left,General Advisory Signs,ROAD_CLASSIFICATION_CONSTRUCTION_ZONE_ARROW_POINTING_LEFT_AT1.svg,450x300 mm,a 450 b 300 c 40 d 50 e 300 f 15 g 15 h 10 r 25 Legend 50B Arrow Type B,
AT1,Road classification construction zone arrow pointing right,General Advisory Signs,ROAD_CLASSIFICATION_CONSTRUCTION_ZONE_ARROW_POINTING_RIGHT_AT1.svg,450x300 mm,a 450 b 300 c 40 d 50 e 300 f 15 g 15 h 10 r 25 Legend 50B Arrow Type B,
none,Roundabout may change signal,General Advisory Signs,ROUNDABOUT_MAY_CHANGE_SIGNAL_none.svg,748x450 mm,a 750 b 450 c 10 d 20 e 40 Legend Type 80C,
AB5,Shared Zone,General Advisory Signs,SHARED_ZONE_AB5.svg,600x750 mm,a 600 b 750 r 50 c 20 d 50 Legend Symbol children 160x135 Legend Symbol pedestrian 90x150 Legend Symbol Cycle 160x100 Legend Symbol Car 120x100 Legend Type 100C,
None,TOLL Route indicator - Toll,General Advisory Signs,TOLL_ROUTE_INDICATOR_TOLL_None.svg,280x280 mm,"a 280 (390 as an individual sign, 280 on other signs) b 10 c 60 d 110 Type 90 C",
None,Toll 'Cameras Operating' sign,General Advisory Signs,TOLL_CAMERAS_OPERATING_SIGN_None.svg,3180x2760 mm,a 3180 b 2760 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Cash Payment' sign,General Advisory Signs,TOLL_CASH_PAYMENT_SIGN_None.svg,2975x520 mm,a 2975 b 520 r 100 c 40 d : chevron height 360 Legend font Mod Series E 160 Symbol 'TOLL' shield 312x323,
None,Toll 'Electronic Collections' sign,General Advisory Signs,TOLL_ELECTRONIC_COLLECTIONS_SIGN_None.svg,3180x4185 mm,a 3180 b 4185 r 300 c 60 d 225 e 240 f 600 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Non payment' sign,General Advisory Signs,TOLL_NON_PAYMENT_SIGN_None.svg,3937x2235 mm,a 3937 b 2235 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll 'Payment methods' sign,General Advisory Signs,TOLL_PAYMENT_METHODS_SIGN_None.svg,5535x3345 mm,a 5535 b 3345 r 300 c 60 d 225 e 240 f 300 Legend font Mod Series E 300 Numerals Mod Series E 300 Symbol 'TOLL' shield 585,
none,Toll 'ROAD BEGINS' sign,General Advisory Signs,TOLL_ROAD_BEGINS_SIGN_none.svg,3730x4800 mm,a 3730 b 4800 r 250 c 40 d 216 e 225 f 301 g 25 h 291 Legend font top panel 300 Series Modified E Legend font bottom panel 300D Symbol 'TOLL' brick w x h 1700 x 660,
None,Toll 'Terms & Conditions' sign,General Advisory Signs,TOLL_TERMS_CONDITIONS_SIGN_None.svg,5535x2295 mm,a 5535 b 2295 r 300 c 60 d 225 e 240 f 300 Legend font Mod Series E 300 Symbol 'TOLL' shield 585,
None,Toll Road Ahead,General Advisory Signs,TOLL_ROAD_AHEAD_None.svg,4200x4280 mm,a 4200 b 4280 r 300 c 60 d 2100 e 50 f 2010 g 225 h 240 i 150 Legend font Mod Series E 300 Legend font 'km AHEAD' Mod Series E 225 Numerals Mod Series E 300 Symbol 'TOLL' shield 585 Symbol 'Twin Coasts' 572,
None,Toll Tariff sign,General Advisory Signs,TOLL_TARIFF_SIGN_None.svg,3300x3458 mm,a 3300 b 3458 r 300 c 60 d 225 e 300 Legend font Mod Series E 300 Numerals and $ symbol Mod Series E 300 Symbol 'TOLL' shield 572,
MA4L,"Advance, services adjacent to road, four services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_FOUR_SERVICES_ON_LEFT_MA4L.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA4R,"Advance, services adjacent to road, four services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_FOUR_SERVICES_ON_RIGHT_MA4R.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA1L,"Advance, services adjacent to road, one service on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_ONE_SERVICE_ON_LEFT_MA1L.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbol 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA1R,"Advance, services adjacent to road, one service on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_ONE_SERVICE_ON_RIGHT_MA1R.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbol 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA3L,"Advance, services adjacent to road, three services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_THREE_SERVICES_ON_LEFT_MA3L.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA3R,"Advance, services adjacent to road, three services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_THREE_SERVICES_ON_RIGHT_MA3R.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MA2L,"Advance, services adjacent to road, two services on left",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_TWO_SERVICES_ON_LEFT_MA2L.svg,950x830 mm,a 950 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
MA2R,"Advance, services adjacent to road, two services on right",Motorist Service Signs,ADVANCE_SERVICES_ADJACENT_TO_ROAD_TWO_SERVICES_ON_RIGHT_MA2R.svg,950x830 mm,a 950 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
MB4L,"Advance, services on side road, four services on left",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_FOUR_SERVICES_ON_LEFT_MB4L.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",
MB4R,"Advance, services on side road, four services on right",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_FOUR_SERVICES_ON_RIGHT_MB4R.svg,1750x830 mm,"a 1750 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet, Waste Disposal and Public Parking) 'm' Transport D Med x=75 Legend and Numeral 120D",2 stroked path(s) ignored
MB1L,"Advance, services on side road, one service on left",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_ONE_SERVICE_ON_LEFT_MB1L.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbols 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MB1R,"Advance, services on side road, one service on right",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_ONE_SERVICE_ON_RIGHT_MB1R.svg,640x1000 mm,a 640 b 1000 r 50 c 25 d 60 e 75 Symbols 300x300 (Rest Area) 'm' Transport D Med x=75 Legend and Numeral 120D,
MB3L,"Advance, services on side road, three services on left",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_THREE_SERVICES_ON_LEFT_MB3L.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MB3R,"Advance, services on side road, three services on right",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_THREE_SERVICES_ON_RIGHT_MB3R.svg,1370x830 mm,"a 1370 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area, Public Toilet and Waste Disposal) 'm' Transport D Med x=75 Legend and Numeral 120D",
MB2L,"Advance, services on side road, two services on left",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_TWO_SERVICES_ON_LEFT_MB2L.svg,1100x830 mm,a 1100 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
MB2R,"Advance, services on side road, two services on right",Motorist Service Signs,ADVANCE_SERVICES_ON_SIDE_ROAD_TWO_SERVICES_ON_RIGHT_MB2R.svg,1100x830 mm,a 1100 Rectangle width to fit number of symbols b 830 r 50 c 25 d 60 e 100 f 75 Symbols 300x300 (Rest Area and Public Toilet) 'm' Transport D Med x=75 Legend and Numeral 120D,
,"Airport route, marker, standard",Motorist Service Signs,,,,no EPS file on the register entry
,"Airport route, start, standard",Motorist Service Signs,,,,no EPS file on the register entry
MAN,Next / [service] / [distance] km,Motorist Service Signs,NEXT_SERVICE_DISTANCE_KM_MAN.svg,900x1110 mm,a 900 b 1110 r 50 c 25 d 90 e 100 Type 'NEXT' 140C Symbol 400x400 (Rest Area) 'km' Transport D Med x=100 Numeral 160D,
MC4L,"Position, chevron type, four services, chevron facing left",Motorist Service Signs,POSITION_CHEVRON_TYPE_FOUR_SERVICES_CHEVRON_FACING_LEFT_MC4L.svg,2200x450 mm,"a 2200 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
MC4R,"Position, chevron type, four services, chevron facing right",Motorist Service Signs,POSITION_CHEVRON_TYPE_FOUR_SERVICES_CHEVRON_FACING_RIGHT_MC4R.svg,2200x450 mm,"a 2200 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
MC1i,"Position, chevron type, one service, VIN i-site",Motorist Service Signs,POSITION_CHEVRON_TYPE_ONE_SERVICE_VIN_I_SITE_MC1i.svg,900x450 mm,a 900 b 450 r 50 c 820 d 228 Legend ' i' 175 x 175 Legend 'site' 468 x 169 Triangle 115 x 228,
MC1L,"Position, chevron type, one service, chevron facing left",Motorist Service Signs,POSITION_CHEVRON_TYPE_ONE_SERVICE_CHEVRON_FACING_LEFT_MC1L.svg,900x450 mm,a 900 b 450 r 50 c 25 d 330 e 130 f 120 Symbols 300x300 (Rest Area),
MC1R,"Position, chevron type, one service, chevron facing right",Motorist Service Signs,POSITION_CHEVRON_TYPE_ONE_SERVICE_CHEVRON_FACING_RIGHT_MC1R.svg,900x450 mm,a 900 b 450 r 50 c 25 d 330 e 130 f 120 Symbols 300x300 (Rest Area),
MC3L,"Position, chevron type, three services, chevron facing left",Motorist Service Signs,POSITION_CHEVRON_TYPE_THREE_SERVICES_CHEVRON_FACING_LEFT_MC3L.svg,1800x450 mm,"a 1800 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
MC3R,"Position, chevron type, three services, chevron facing right",Motorist Service Signs,POSITION_CHEVRON_TYPE_THREE_SERVICES_CHEVRON_FACING_RIGHT_MC3R.svg,1800x450 mm,"a 1800 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
MC2L,"Position, chevron type, two services, chevron facing left",Motorist Service Signs,POSITION_CHEVRON_TYPE_TWO_SERVICES_CHEVRON_FACING_LEFT_MC2L.svg,1350x450 mm,a 1350 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area and Public Toilets),
MC2R,"Position, chevron type, two services, chevron facing right",Motorist Service Signs,POSITION_CHEVRON_TYPE_TWO_SERVICES_CHEVRON_FACING_RIGHT_MC2R.svg,1350x450 mm,a 1350 Rectangle with pointed end to fit number of symbols b 450 r 50 c 25 d 330 e 130 f 120 g 100 Symbols 300x300 (Rest Area and Public Toilets),
ME4L,"Position, rectangular type, four services, arrow facing left",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_FOUR_SERVICES_ARROW_FACING_LEFT_ME4L.svg,830x1200 mm,"a 830 b 1200 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
ME4R,"Position, rectangular type, four services, arrow facing right",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_FOUR_SERVICES_ARROW_FACING_RIGHT_ME4R.svg,830x1200 mm,"a 830 b 1200 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
ME1L,"Position, rectangular type, one service, arrow facing left",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_ONE_SERVICE_ARROW_FACING_LEFT_ME1L.svg,450x800 mm,a 450 b 790 r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area),
ME1R,"Position, rectangular type, one service, arrow facing right",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_ONE_SERVICE_ARROW_FACING_RIGHT_ME1R.svg,450x800 mm,a 450 b 790 r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area),
ME3L,"Position, rectangular type, three services, arrow facing left",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_THREE_SERVICES_ARROW_FACING_LEFT_ME3L.svg,830x1200 mm,"a 830 b 1200 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
ME3R,"Position, rectangular type, three services, arrow facing right",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_THREE_SERVICES_ARROW_FACING_RIGHT_ME3R.svg,830x1200 mm,"a 830 b 1200 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
ME2L,"Position, rectangular type, two services, arrow facing left",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_TWO_SERVICES_ARROW_FACING_LEFT_ME2L.svg,830x800 mm,a 830 b 790 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area and Public Toilets),
ME2R,"Position, rectangular type, two services, arrow facing right",Motorist Service Signs,POSITION_RECTANGULAR_TYPE_TWO_SERVICES_ARROW_FACING_RIGHT_ME2R.svg,830x800 mm,a 830 b 790 Height to fit number of symbols r 50 c 25 d 80 e : Arrow type D 300 f : Arrow shaft 80 Symbols 300x300 (Rest Area and Public Toilets),
MD1R,[service] [distance] km chevron facing right,Motorist Service Signs,SERVICE_DISTANCE_KM_CHEVRON_FACING_RIGHT_MD1R.svg,1300x450 mm,a 1300 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area),
MD2R,[service] [service] [distance] km chevron facing right,Motorist Service Signs,SERVICE_SERVICE_DISTANCE_KM_CHEVRON_FACING_RIGHT_MD2R.svg,1800x450 mm,a 1800 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area and Public Toilets),
MD3R,[service] [service] [service] [distance] km chevron facing right,Motorist Service Signs,SERVICE_SERVICE_SERVICE_DISTANCE_KM_CHEVRON_FACING_RIGHT_MD3R.svg,2200x450 mm,"a 2200 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
MD4R,[service] [service] [service] [service] [distance] km chevron facing right,Motorist Service Signs,SERVICE_SERVICE_SERVICE_SERVICE_DISTANCE_KM_CHEVRON_FACING_RIGHT_MD4R.svg,2500x450 mm,"a 2500 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
MD1L,chevron facing left [distance] km [service],Motorist Service Signs,CHEVRON_FACING_LEFT_DISTANCE_KM_SERVICE_MD1L.svg,1300x450 mm,a 1300 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area),
MD2L,chevron facing left [distance] km [service] [service],Motorist Service Signs,CHEVRON_FACING_LEFT_DISTANCE_KM_SERVICE_SERVICE_MD2L.svg,1800x450 mm,a 1800 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area and Public Toilets),
MD3L,chevron facing left [distance] km [service] [service] [service],Motorist Service Signs,CHEVRON_FACING_LEFT_DISTANCE_KM_SERVICE_SERVICE_SERVICE_MD3L.svg,2200x450 mm,"a 2200 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area, Public Toilets and Waste Disposal Point)",
MD4L,chevron facing left [distance] km [service] [service] [service] [service],Motorist Service Signs,CHEVRON_FACING_LEFT_DISTANCE_KM_SERVICE_SERVICE_SERVICE_SERVICE_MD4L.svg,2500x450 mm,"a 2500 Rectangle with pointed end to fit number of symbols plus distance b 450 r 50 c 25 d 330 e 130 f 120 g 100 h 75 Numeral 120D Legend 'km' Transport D Med x=75 Symbols 300x300 (Rest Area, Public Toilets, Waste Disposal Point and Public Parking)",
VF1R,Advance Tourist Right/Distance/On Right/(1 Symbol),Tourist Signs,ADVANCE_TOURIST_RIGHT_DISTANCE_ON_RIGHT_1_SYMBOL_VF1R.svg,600x1000 mm,a 600 b 1000 c 300 d 25 e 240 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D,
VG2R,Advance Tourist TURN RIGHT/Distance/(2 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_2_SYMBOLS_VG2R.svg,1200x900 mm,"a 1200 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN RIGHT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. Fo",artwork not supplied by NZTA: sheet says The copyright for this
VB1L,Advance Tourist Turn Left /Distance/(1 feature),Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_1_FEATURE_VB1L.svg,1400x750 mm,a 1400 (length to suit message) b 750 c 85 d 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN LEFT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm,
VB3L,Advance Tourist Turn Left /Distance/(3 features),Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_3_FEATURES_VB3L.svg,1200x1050 mm,"a 1200 (variable, length to suit message) b 1050 c 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN LEFT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VB4L,Advance Tourist Turn Left /Distance/(4 Features),Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_4_FEATURES_VB4L.svg,1400x1200 mm,"a 1400 (variable, length to suit message) b 1200 c 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN LEFT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VG1L,Advance Tourist Turn Left/Distance/(1 symbol),Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_1_SYMBOL_VG1L.svg,600x1000 mm,a 600 b 1000 c 300 d 25 e 240 Radius 50 Type “TURN LEFT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm,
VB2L,Advance Tourist Turn Left/Distance/(2 Features),Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_2_FEATURES_VB2L.svg,1200x900 mm,"a 1200 (variable, length to suit message) b 900 c 25 Radius 50 Type Features: 120D (upper and lower case) “TURN LEFT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VG2L,Advance Tourist Turn Left/Distance/(2 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_2_SYMBOLS_VG2L.svg,1200x900 mm,"a 1200 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN LEFT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For",artwork not supplied by NZTA: sheet says The copyright for this
VG3L,Advance Tourist Turn Left/Distance/(3 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_3_SYMBOLS_VG3L.svg,1300x900 mm,"a 1300 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN LEFT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standards New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. Fo",artwork not supplied by NZTA: sheet says The copyright for this
VG4L,Advance Tourist Turn Left/Distance/4 Symbols,intervene/Tourist Signs,ADVANCE_TOURIST_TURN_LEFT_DISTANCE_4_SYMBOLS_VG4L.svg,1800x900 mm,"a 1800 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN LEFT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout and camera symbols is owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchas",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VB1R,Advance Tourist Turn Right/Distance/(1 Feature),Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_1_FEATURE_VB1R.svg,1400x750 mm,"a 1400 (variable, length to suit message) b 750 c 85 d 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN RIGHT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VG1R,Advance Tourist Turn Right/Distance/(1 symbol),Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_1_SYMBOL_VG1R.svg,600x1000 mm,a 600 b 1000 c 300 d 25 e 240 r 50 Type: “TURN RIGHT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm,
VB2R,Advance Tourist Turn Right/Distance/(2 Features),Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_2_FEATURES_VB2R.svg,1200x900 mm,"a 1200 (variable, length to suit message) b 900 c 25 Radius 50 Type Features: 120D (upper and lower case) “TURN RIGHT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
